Australian Bureau of Statistics,,,,,,,,,,,
"Schools, Australia, 2020",,,,,,,,,,,
#REF!,,,,,,,,,,,
#REF!,,,,,,,,,,,
Year,State/Territory,Affiliation (Gov/Non-gov),Affiliation (Gov/Cath/Ind),FT/PT,Sex,School Level,National Report on Schooling (ANR) School Level,Year (Grade),FTE Aboriginal and Torres Strait Islander Students ,FTE Non-Indigenous Students ,FTE All Students 
2015,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,201,1776,1977
2015,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,226,1876,2102
2015,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,167,1801,1968
2015,f Tas.,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,107,1485,1592
2015,f Tas.,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,1.4,1.4
2015,f Tas.,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,f Year 5,0,2.7,2.7
2015,f Tas.,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,10.4,66.1,76.5
2015,f Tas.,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,15.6,95.1,110.7
2015,f Tas.,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,16.5,88.6,105.1
2015,f Tas.,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,18,100.9,118.9
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),33,519,552
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,42,483,525
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,41,475,516
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,35,550,585
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,42,508,550
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,39,496,535
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,41,512,553
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,39,642,681
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,41,610,651
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,29,646,675
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,37,633,670
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,21,447,468
2015,f Tas.,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,14,341,355
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),36,507,543
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,28,539,567
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,48,537,585
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,33,486,519
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,38,534,572
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,39,525,564
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,37,517,554
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,33,690,723
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,43,661,704
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,26,620,646
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,34,635,669
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,10,472,482
2015,f Tas.,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,19,435,454
2015,f Tas.,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,1.1,1.1
2015,f Tas.,b Non-government,b Catholic,b Part-time,b Female,a Primary School,a Primary School,c Year 2,0,1.8,1.8
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),12,248,260
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,17,257,274
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,18,269,287
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,14,323,337
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,10,319,329
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,11,297,308
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,16,338,354
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,7,7
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,12,442,454
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,17,433,450
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,16,477,493
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,14,405,419
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,10,10
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,11,348,359
2015,f Tas.,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,3,315,318
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),12,229,241
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,12,247,259
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,22,267,289
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,14,261,275
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,15,297,312
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,15,323,338
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,13,358,371
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,3,3
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,21,401,422
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,14,449,463
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,13,423,436
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,14,425,439
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,3,356,359
2015,f Tas.,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,7,321,328
2015,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,0.9,0.9
2015,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,1.4,1.4
2015,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,e Year 4,0,1.3,1.3
2015,f Tas.,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,4.2,4.2
2015,f Tas.,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,1.8,1.8
2015,f Tas.,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,2.3,2.3
2015,f Tas.,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,b Year 1,0,1,1
2015,f Tas.,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,d Year 3,0,0.9,0.9
2015,f Tas.,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,0.8,0.8
2015,f Tas.,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,0,1,1
2015,f Tas.,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,0,0.6,0.6
2015,g NT,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),662,811,1473
2015,g NT,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,662,758,1420
2015,g NT,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,629,798,1427
2015,g NT,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,672,709,1381
2015,g NT,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,608,695,1303
2015,g NT,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,612,670,1282
2015,g NT,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,597,639,1236
2015,g NT,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,589,483,1072
2015,g NT,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,494,486,980
2015,g NT,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,454,493,947
2015,g NT,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,314,547,861
2015,g NT,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,20,43,63
2015,g NT,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,222,553,775
2015,g NT,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,123,408,531
2015,g NT,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),609,769,1378
2015,g NT,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,626,713,1339
2015,g NT,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,563,770,1333
2015,g NT,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,620,736,1356
2015,g NT,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,634,705,1339
2015,g NT,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,637,570,1207
2015,g NT,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,561,600,1161
2015,g NT,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,496,472,968
2015,g NT,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,429,454,883
2015,g NT,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,370,447,817
2015,g NT,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,334,526,860
2015,g NT,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,27,27
2015,g NT,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,239,493,732
2015,g NT,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,185,405,590
2015,g NT,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),4.3,0,4.3
2015,g NT,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,b Year 1,2.8,2,4.8
2015,g NT,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,c Year 2,0,3.2,3.2
2015,g NT,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,e Year 4,1.6,0,1.6
2015,g NT,a Government,a Government,b Part-time,a Male,a Primary School,a Primary School,f Year 5,0,1.7,1.7
2015,g NT,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,1.5,0,1.5
2015,g NT,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,0.6,1.8,2.4
2015,g NT,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,1,0,1
2015,g NT,a Government,a Government,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,8.7,3,11.7
2015,g NT,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,11.1,18.3,29.4
2015,g NT,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,1.3,9.1,10.4
2015,g NT,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),2.5,0,2.5
2015,g NT,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,b Year 1,1.4,0,1.4
2015,g NT,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,d Year 3,0,2,2
2015,g NT,a Government,a Government,b Part-time,b Female,a Primary School,a Primary School,g Year 6,0,1.5,1.5
2015,g NT,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,1.7,0.9,2.6
2015,g NT,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,0,1.5,1.5
2015,g NT,a Government,a Government,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,2.9,6.2,9.1
2015,g NT,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,18.4,10.5,28.9
2015,g NT,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,5.2,14.1,19.3
2015,g NT,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),62,138,200
2015,g NT,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,75,130,205
2015,g NT,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,68,161,229
